nested_records/nesting_to_many_relationships/film_title_actor_name_category_name
Problem:
Actors not grouped, cartesian product as result


Query Sql String:
select `Film`.`TITLE`, `ACTOR`.`FIRST_NAME`, `ACTOR`.`LAST_NAME`, `category`.`name` from `ACTOR` join `FILM_ACTOR` on `ACTOR`.`ACTOR_ID` = `FILM_ACTOR`.`ACTOR_ID` join `Film` on `FILM_ACTOR`.`FILM_ID` = `Film`.`FILM_ID` join `film_category` on `Film`.`FILM_ID` = `film_category`.`film_id` join `category` on `film_category`.`category_id` = `category`.`category_id` order by 1, 2, 3, 4
The formatted plan as returned by the database:
 +----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+
|  id|select_type|table        |partitions|type  |possible_keys                    |key                      |key_len|ref                         |rows|filtered|Extra                          |
+----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+
|   1|SIMPLE     |category     |{null}    |ALL   |PRIMARY                          |{null}                   |{null} |{null}                      |  16|   100.0|Using temporary; Using filesort|
|   1|SIMPLE     |film_category|{null}    |ref   |PRIMARY,fk_film_category_category|fk_film_category_category|4      |sakila.category.category_id |  62|   100.0|Using index                    |
|   1|SIMPLE     |Film         |{null}    |eq_ref|PRIMARY                          |PRIMARY                  |4      |sakila.film_category.film_id|   1|   100.0|{null}                         |
|   1|SIMPLE     |FILM_ACTOR   |{null}    |ref   |PRIMARY,idx_fk_film_id           |idx_fk_film_id           |4      |sakila.film_category.film_id|   5|   100.0|Using index                    |
|   1|SIMPLE     |ACTOR        |{null}    |eq_ref|PRIMARY                          |PRIMARY                  |4      |sakila.FILM_ACTOR.actor_id  |   1|   100.0|{null}                         |
+----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+

The cost the database associated with the execution of the query:  NaN
The estimated number of rows (cardinality) that is to be returned by the query: 16.0
The actual number of rows (cardinality) returned by the query:  5462

Result Records:
  +----------------+----------+---------+-----------+
|TITLE           |FIRST_NAME|LAST_NAME|name       |
|SATISFACTION ...|GROUCHO   |DUNST    |Sports     |
|SATISFACTION ...|JOHN      |SUVARI   |Sports     |
|SATISFACTION ...|KEVIN     |GARLAND  |Sports     |
|SATURDAY LAMBS  |BEN       |WILLIS   |Sports     |
|SATURDAY LAMBS  |BURT      |POSEY    |Sports     |
|SATURDAY LAMBS  |GENE      |MCKELLEN |Sports     |
|SATURDAY LAMBS  |GRETA     |KEITEL   |Sports     |
|SATURDAY LAMBS  |JAMES     |PITT     |Sports     |
|SATURDAY LAMBS  |MENA      |HOPPER   |Sports     |
|SATURDAY LAMBS  |PENELOPE  |PINKETT  |Sports     |
|SATURDAY LAMBS  |RIP       |CRAWFORD |Sports     |
|SATURDAY LAMBS  |VIVIEN    |BERGEN   |Sports     |
|SATURN NAME     |ANGELINA  |ASTAIRE  |Comedy     |
|SATURN NAME     |CHRIS     |BRIDGES  |Comedy     |
|SAVANNAH TOWN   |CHRISTIAN |NEESON   |Drama      |
|SAVANNAH TOWN   |GRACE     |MOSTEL   |Drama      |
|SAVANNAH TOWN   |JESSICA   |BAILEY   |Drama      |
|SAVANNAH TOWN   |MINNIE    |KILMER   |Drama      |
|SAVANNAH TOWN   |PARKER    |GOLDBERG |Drama      |
|SAVANNAH TOWN   |SANDRA    |KILMER   |Drama      |
|SCALAWAG DUCK   |CHRIS     |DEPP     |Music      |
|SCALAWAG DUCK   |CHRISTIAN |NEESON   |Music      |
|SCALAWAG DUCK   |GROUCHO   |SINATRA  |Music      |
|SCALAWAG DUCK   |JUDE      |CRUISE   |Music      |
|SCALAWAG DUCK   |REESE     |KILMER   |Music      |
|SCARFACE BANG   |BEN       |HARRIS   |Children   |
|SCARFACE BANG   |CATE      |HARRIS   |Children   |
|SCARFACE BANG   |ELLEN     |PRESLEY  |Children   |
|SCARFACE BANG   |EMILY     |DEE      |Children   |
|SCARFACE BANG   |IAN       |TANDY    |Children   |
|SCARFACE BANG   |PARKER    |GOLDBERG |Children   |
|SCARFACE BANG   |RENEE     |BALL     |Children   |
|SCHOOL JACKET   |CHRIS     |DEPP     |Foreign    |
|SCHOOL JACKET   |DAN       |HARRIS   |Foreign    |
|SCHOOL JACKET   |ED        |GUINESS  |Foreign    |
|SCHOOL JACKET   |JAYNE     |SILVER...|Foreign    |
|SCHOOL JACKET   |MAE       |HOFFMAN  |Foreign    |
|SCHOOL JACKET   |MARY      |TANDY    |Foreign    |
|SCHOOL JACKET   |MATTHEW   |JOHANSSON|Foreign    |
|SCHOOL JACKET   |REESE     |WEST     |Foreign    |
|SCISSORHANDS ...|GRACE     |MOSTEL   |Foreign    |
|SCISSORHANDS ...|HELEN     |VOIGHT   |Foreign    |
|SCISSORHANDS ...|JANE      |JACKMAN  |Foreign    |
|SCISSORHANDS ...|JULIA     |BARRYMORE|Foreign    |
|SCISSORHANDS ...|ROCK      |DUKAKIS  |Foreign    |
|SCORPION APOLLO |BOB       |FAWCETT  |Drama      |
|SCORPION APOLLO |GROUCHO   |WILLIAMS |Drama      |
|SCORPION APOLLO |HENRY     |BERRY    |Drama      |
|SCORPION APOLLO |JULIA     |MCQUEEN  |Drama      |
|SCORPION APOLLO |KEVIN     |GARLAND  |Drama      |
|SCORPION APOLLO |LIZA      |BERGMAN  |Drama      |
|SCORPION APOLLO |MATTHEW   |JOHANSSON|Drama      |
|SCORPION APOLLO |SEAN      |GUINESS  |Drama      |
|SEA VIRGIN      |CATE      |HARRIS   |Drama      |
|SEA VIRGIN      |DUSTIN    |TAUTOU   |Drama      |
|SEA VIRGIN      |EMILY     |DEE      |Drama      |
|SEA VIRGIN      |GARY      |PENN     |Drama      |
|SEA VIRGIN      |GOLDIE    |BRODY    |Drama      |
|SEA VIRGIN      |HUMPHREY  |GARLAND  |Drama      |
|SEA VIRGIN      |RUSSELL   |BACALL   |Drama      |
|SEA VIRGIN      |WILLIAM   |HACKMAN  |Drama      |
|SEABISCUIT PUNK |ADAM      |GRANT    |Sports     |
|SEABISCUIT PUNK |ROCK      |DUKAKIS  |Sports     |
|SEABISCUIT PUNK |SEAN      |WILLIAMS |Sports     |
|SEARCHERS WAIT  |CATE      |MCQUEEN  |Comedy     |
|SEARCHERS WAIT  |GINA      |DEGENERES|Comedy     |
|SEARCHERS WAIT  |ROCK      |DUKAKIS  |Comedy     |
|SEARCHERS WAIT  |SUSAN     |DAVIS    |Comedy     |
|SEATTLE EXPEC...|ELVIS     |MARX     |Drama      |
|SEATTLE EXPEC...|FAY       |WOOD     |Drama      |
|SEATTLE EXPEC...|GREGORY   |GOODING  |Drama      |
|SEATTLE EXPEC...|KENNETH   |TORN     |Drama      |
|SEATTLE EXPEC...|MILLA     |PECK     |Drama      |
|SEATTLE EXPEC...|SCARLETT  |BENING   |Drama      |
|SECRET GROUNDHOG|ANGELA    |WITHER...|Documentary|
|SECRET GROUNDHOG|FAY       |KILMER   |Documentary|
|SECRET GROUNDHOG|MAE       |HOFFMAN  |Documentary|
|SECRETARY ROUGE |BEN       |WILLIS   |Sports     |
|SECRETARY ROUGE |CAMERON   |ZELLWEGER|Sports     |
|SECRETARY ROUGE |ELLEN     |PRESLEY  |Sports     |
|SECRETARY ROUGE |JAYNE     |NOLTE    |Sports     |
|SECRETARY ROUGE |JEFF      |SILVER...|Sports     |
|SECRETARY ROUGE |JULIA     |BARRYMORE|Sports     |
|SECRETS PARADISE|GENE      |WILLIS   |Family     |
|SECRETS PARADISE|KENNETH   |HOFFMAN  |Family     |
|SECRETS PARADISE|REESE     |KILMER   |Family     |
|SECRETS PARADISE|RENEE     |TRACY    |Family     |
|SECRETS PARADISE|WHOOPI    |HURT     |Family     |
|SECRETS PARADISE|WILLIAM   |HACKMAN  |Family     |
|SENSE GREEK     |AL        |GARLAND  |Sports     |
|SENSE GREEK     |AUDREY    |OLIVIER  |Sports     |
|SENSE GREEK     |FRED      |COSTNER  |Sports     |
|SENSE GREEK     |JODIE     |DEGENERES|Sports     |
|SENSE GREEK     |OLYMPIA   |PFEIFFER |Sports     |
|SENSE GREEK     |RENEE     |BALL     |Sports     |
|SENSE GREEK     |SPENCER   |DEPP     |Sports     |
|SENSIBILITY REAR|BURT      |POSEY    |Family     |
|SENSIBILITY REAR|CHRISTIAN |NEESON   |Family     |
|SENSIBILITY REAR|GROUCHO   |DUNST    |Family     |
|SENSIBILITY REAR|LIZA      |BERGMAN  |Family     |
|SENSIBILITY REAR|MICHAEL   |BENING   |Family     |
|SENSIBILITY REAR|MILLA     |KEITEL   |Family     |
|SEVEN SWARM     |ANGELINA  |ASTAIRE  |Games      |
|SEVEN SWARM     |CAMERON   |STREEP   |Games      |
|SEVEN SWARM     |CAMERON   |WRAY     |Games      |
|SEVEN SWARM     |DAN       |HARRIS   |Games      |
|SEVEN SWARM     |ED        |MANSFIELD|Games      |
|SEVEN SWARM     |GINA      |DEGENERES|Games      |
|SEVEN SWARM     |JAYNE     |SILVER...|Games      |
|SHAKESPEARE S...|CHRIS     |BRIDGES  |Sports     |
|SHAKESPEARE S...|CHRISTIAN |GABLE    |Sports     |
|SHAKESPEARE S...|JAMES     |PITT     |Sports     |
|SHAKESPEARE S...|RUSSELL   |TEMPLE   |Sports     |
|SHAKESPEARE S...|SANDRA    |KILMER   |Sports     |
|SHAKESPEARE S...|WARREN    |JACKMAN  |Sports     |
|SHANE DARKNESS  |CUBA      |OLIVIER  |Travel     |
|SHANE DARKNESS  |HENRY     |BERRY    |Travel     |
|SHANE DARKNESS  |RENEE     |TRACY    |Travel     |
|SHANGHAI TYCOON |BEN       |WILLIS   |Travel     |
|SHANGHAI TYCOON |DAN       |STREEP   |Travel     |
|SHANGHAI TYCOON |HENRY     |BERRY    |Travel     |
|SHANGHAI TYCOON |JODIE     |DEGENERES|Travel     |
|SHANGHAI TYCOON |JULIA     |FAWCETT  |Travel     |
|SHANGHAI TYCOON |LAURA     |BRODY    |Travel     |
|SHANGHAI TYCOON |LUCILLE   |TRACY    |Travel     |
|SHANGHAI TYCOON |NICK      |STALLONE |Travel     |
|SHAWSHANK BUBBLE|ANGELA    |WITHER...|Travel     |
|SHAWSHANK BUBBLE|BOB       |FAWCETT  |Travel     |
|SHAWSHANK BUBBLE|CHRISTO...|WEST     |Travel     |
|SHAWSHANK BUBBLE|IAN       |TANDY    |Travel     |
|SHAWSHANK BUBBLE|JULIA     |FAWCETT  |Travel     |
|SHAWSHANK BUBBLE|KENNETH   |PESCI    |Travel     |
|SHAWSHANK BUBBLE|RENEE     |TRACY    |Travel     |
|SHAWSHANK BUBBLE|SCARLETT  |BENING   |Travel     |
|SHAWSHANK BUBBLE|SYLVESTER |DERN     |Travel     |
|SHAWSHANK BUBBLE|VAL       |BOLGER   |Travel     |
|SHEPHERD MIDS...|JULIANNE  |DENCH    |Children   |
|SHEPHERD MIDS...|MERYL     |ALLEN    |Children   |
|SHEPHERD MIDS...|OPRAH     |KILMER   |Children   |
|SHEPHERD MIDS...|SYLVESTER |DERN     |Children   |
|SHEPHERD MIDS...|WARREN    |JACKMAN  |Children   |
|SHINING ROSES   |CATE      |HARRIS   |Travel     |
|SHINING ROSES   |HUMPHREY  |GARLAND  |Travel     |
|SHINING ROSES   |JULIA     |BARRYMORE|Travel     |
|SHINING ROSES   |SUSAN     |DAVIS    |Travel     |
|SHINING ROSES   |WOODY     |JOLIE    |Travel     |
|SHIP WONDERLAND |AUDREY    |OLIVIER  |Documentary|
|SHIP WONDERLAND |CUBA      |ALLEN    |Documentary|
|SHIP WONDERLAND |CUBA      |BIRCH    |Documentary|
|SHIP WONDERLAND |KENNETH   |TORN     |Documentary|
|SHIP WONDERLAND |MAE       |HOFFMAN  |Documentary|
|SHIP WONDERLAND |NICK      |DEGENERES|Documentary|
|SHIP WONDERLAND |RALPH     |CRUZ     |Documentary|
|SHIP WONDERLAND |WARREN    |JACKMAN  |Documentary|
|SHOCK CABIN     |LAURA     |BRODY    |Foreign    |
|SHOOTIST SUPE...|FAY       |KILMER   |Drama      |
|SHOOTIST SUPE...|JULIA     |BARRYMORE|Drama      |
|SHOOTIST SUPE...|WOODY     |HOFFMAN  |Drama      |
|SHOW LORD       |KENNETH   |PALTROW  |Documentary|
|SHOW LORD       |KEVIN     |GARLAND  |Documentary|
|SHREK LICENSE   |EMILY     |DEE      |Foreign    |
|SHREK LICENSE   |FRANCES   |DAY-LEWIS|Foreign    |
|SHREK LICENSE   |RIVER     |DEAN     |Foreign    |
|SHRUNK DIVINE   |MARY      |TANDY    |Action     |
|SHRUNK DIVINE   |SISSY     |SOBIESKI |Action     |
|SHRUNK DIVINE   |TOM       |MCKELLEN |Action     |
|SHRUNK DIVINE   |WOODY     |HOFFMAN  |Action     |
|SIDE ARK        |AUDREY    |OLIVIER  |Action     |
|SIDE ARK        |CHRIS     |DEPP     |Action     |
|SIDE ARK        |HELEN     |VOIGHT   |Action     |
|SIDE ARK        |JADA      |RYDER    |Action     |
|SIDE ARK        |JAYNE     |SILVER...|Action     |
|SIDE ARK        |LAURENCE  |BULLOCK  |Action     |
|SIEGE MADRE     |BELA      |WALKEN   |Family     |
|SIEGE MADRE     |CUBA      |OLIVIER  |Family     |
|SIEGE MADRE     |DAN       |HARRIS   |Family     |
|SIEGE MADRE     |NATALIE   |HOPKINS  |Family     |
|SIEGE MADRE     |RIP       |CRAWFORD |Family     |
|SIEGE MADRE     |SALMA     |NOLTE    |Family     |
|SIEGE MADRE     |SIDNEY    |CROWE    |Family     |
|SIERRA DIVIDE   |GINA      |DEGENERES|Sports     |
|SIERRA DIVIDE   |JIM       |MOSTEL   |Sports     |
|SIERRA DIVIDE   |MARY      |KEITEL   |Sports     |
|SIERRA DIVIDE   |RUSSELL   |BACALL   |Sports     |
|SIERRA DIVIDE   |WALTER    |TORN     |Sports     |
|SILENCE KANE    |MICHAEL   |BENING   |Music      |
|SILENCE KANE    |REESE     |KILMER   |Music      |
|SILENCE KANE    |RENEE     |TRACY    |Music      |
|SILENCE KANE    |SANDRA    |PECK     |Music      |
|SILVERADO GOL...|AL        |GARLAND  |Sci-Fi     |
|SILVERADO GOL...|JANE      |JACKMAN  |Sci-Fi     |
|SILVERADO GOL...|JENNIFER  |DAVIS    |Sci-Fi     |
|SILVERADO GOL...|KIRSTEN   |PALTROW  |Sci-Fi     |
|SILVERADO GOL...|TOM       |MIRANDA  |Sci-Fi     |
|SIMON NORTH     |JODIE     |DEGENERES|Horror     |
|SIMON NORTH     |JOHNNY    |CAGE     |Horror     |
|SIMON NORTH     |VIVIEN    |BASINGER |Horror     |
|SINNERS ATLANTIS|CHRISTIAN |AKROYD   |Horror     |
|SINNERS ATLANTIS|HELEN     |VOIGHT   |Horror     |
|SINNERS ATLANTIS|LAURA     |BRODY    |Horror     |
|SINNERS ATLANTIS|LAURENCE  |BULLOCK  |Horror     |
|SISTER FREDDY   |GREGORY   |GOODING  |Children   |
|SISTER FREDDY   |HUMPHREY  |WILLIS   |Children   |
|SISTER FREDDY   |SUSAN     |DAVIS    |Children   |
|SKY MIRACLE     |AUDREY    |BAILEY   |Action     |
|SKY MIRACLE     |ELVIS     |MARX     |Action     |
|SKY MIRACLE     |GRETA     |MALDEN   |Action     |
|SKY MIRACLE     |JON       |CHASE    |Action     |
|SKY MIRACLE     |KIRSTEN   |AKROYD   |Action     |
|SKY MIRACLE     |LAURA     |BRODY    |Action     |
|SKY MIRACLE     |LAURENCE  |BULLOCK  |Action     |
|SKY MIRACLE     |MERYL     |GIBSON   |Action     |
|SKY MIRACLE     |SISSY     |SOBIESKI |Action     |
|SKY MIRACLE     |WALTER    |TORN     |Action     |
|SKY MIRACLE     |WARREN    |JACKMAN  |Action     |
|SKY MIRACLE     |WOODY     |JOLIE    |Action     |
|SLEEPING SUSP...|KIRSTEN   |PALTROW  |Horror     |
|SLEEPING SUSP...|MILLA     |KEITEL   |Horror     |
|SLEEPING SUSP...|SANDRA    |KILMER   |Horror     |
|SLEEPING SUSP...|WILL      |WILSON   |Horror     |
|SLEEPLESS MON...|DARYL     |CRAWFORD |Animation  |
|SLEEPLESS MON...|GRACE     |MOSTEL   |Animation  |
|SLEEPLESS MON...|HENRY     |BERRY    |Animation  |
|SLEEPLESS MON...|JULIA     |MCQUEEN  |Animation  |
|SLEEPY JAPANESE |ADAM      |HOPPER   |New        |
|SLEEPY JAPANESE |AUDREY    |BAILEY   |New        |
|SLEEPY JAPANESE |ED        |MANSFIELD|New        |
|SLEEPY JAPANESE |GRACE     |MOSTEL   |New        |
|SLEEPY JAPANESE |MARY      |KEITEL   |New        |
|SLEEPY JAPANESE |RICHARD   |PENN     |New        |
|SLEUTH ORIENT   |AL        |GARLAND  |Games      |
|SLEUTH ORIENT   |BURT      |TEMPLE   |Games      |
|SLEUTH ORIENT   |CHRISTO...|BERRY    |Games      |
|SLEUTH ORIENT   |HARVEY    |HOPE     |Games      |
|SLEUTH ORIENT   |MORGAN    |MCDORMAND|Games      |
|SLEUTH ORIENT   |RALPH     |CRUZ     |Games      |
|SLEUTH ORIENT   |WILL      |WILSON   |Games      |
|SLING LUKE      |DAN       |TORN     |Classics   |
|SLING LUKE      |ED        |MANSFIELD|Classics   |
|SLING LUKE      |GREG      |CHAPLIN  |Classics   |
|SLIPPER FIDELITY|AL        |GARLAND  |Sports     |
|SLIPPER FIDELITY|CAMERON   |WRAY     |Sports     |
|SLIPPER FIDELITY|GRETA     |KEITEL   |Sports     |
|SLIPPER FIDELITY|JAMES     |PITT     |Sports     |
|SLIPPER FIDELITY|JANE      |JACKMAN  |Sports     |
|SLIPPER FIDELITY|JEFF      |SILVER...|Sports     |
|SLIPPER FIDELITY|MICHAEL   |BENING   |Sports     |
|SLUMS DUCK      |REESE     |KILMER   |Family     |
|SLUMS DUCK      |RUSSELL   |TEMPLE   |Family     |
|SLUMS DUCK      |WALTER    |TORN     |Family     |
|SMILE EARRING   |ANNE      |CRONYN   |Travel     |
|SMILE EARRING   |ED        |GUINESS  |Travel     |
|SMILE EARRING   |GROUCHO   |SINATRA  |Travel     |
|SMILE EARRING   |JEFF      |SILVER...|Travel     |
|SMILE EARRING   |JOE       |SWANK    |Travel     |
|SMILE EARRING   |JOHNNY    |LOLLOB...|Travel     |
|SMILE EARRING   |NICK      |WAHLBERG |Travel     |
|SMILE EARRING   |RUSSELL   |TEMPLE   |Travel     |
|SMOKING BARBA...|ALEC      |WAYNE    |Documentary|
|SMOKING BARBA...|CARMEN    |HUNT     |Documentary|
|SMOKING BARBA...|KARL      |BERRY    |Documentary|
|SMOKING BARBA...|MINNIE    |ZELLWEGER|Documentary|
|SMOKING BARBA...|RENEE     |TRACY    |Documentary|
|SMOKING BARBA...|VIVIEN    |BASINGER |Documentary|
|SMOOCHY CONTROL |DARYL     |WAHLBERG |Sports     |
|SMOOCHY CONTROL |JAYNE     |SILVER...|Sports     |
|SNATCH SLIPPER  |CATE      |MCQUEEN  |Comedy     |
|SNATCH SLIPPER  |RITA      |REYNOLDS |Comedy     |
|SNATCH SLIPPER  |SCARLETT  |BENING   |Comedy     |
|SNATCHERS MON...|BELA      |WALKEN   |Classics   |
|SNATCHERS MON...|FAY       |KILMER   |Classics   |
|SNATCHERS MON...|GOLDIE    |BRODY    |Classics   |
|SNATCHERS MON...|JOE       |SWANK    |Classics   |
|SNATCHERS MON...|KENNETH   |HOFFMAN  |Classics   |
|SNATCHERS MON...|REESE     |WEST     |Classics   |
|SNATCHERS MON...|ROCK      |DUKAKIS  |Classics   |
|SNATCHERS MON...|SPENCER   |DEPP     |Classics   |
|SNATCHERS MON...|TIM       |HACKMAN  |Classics   |
|SNOWMAN ROLLE...|MATTHEW   |CARREY   |Animation  |
|SNOWMAN ROLLE...|UMA       |WOOD     |Animation  |
|SNOWMAN ROLLE...|WOODY     |HOFFMAN  |Animation  |
|SOLDIERS EVOL...|CUBA      |OLIVIER  |Sci-Fi     |
|SOLDIERS EVOL...|ED        |GUINESS  |Sci-Fi     |
|SOLDIERS EVOL...|JOHNNY    |LOLLOB...|Sci-Fi     |
|SOLDIERS EVOL...|JUDY      |DEAN     |Sci-Fi     |
|SOLDIERS EVOL...|MARY      |KEITEL   |Sci-Fi     |
|SOLDIERS EVOL...|MINNIE    |KILMER   |Sci-Fi     |
|SOLDIERS EVOL...|RUSSELL   |BACALL   |Sci-Fi     |
|SOLDIERS EVOL...|SEAN      |GUINESS  |Sci-Fi     |
|SOLDIERS EVOL...|UMA       |WOOD     |Sci-Fi     |
|SOMETHING DUCK  |ED        |MANSFIELD|Drama      |
|SOMETHING DUCK  |LAURA     |BRODY    |Drama      |
|SOMETHING DUCK  |MICHAEL   |BOLGER   |Drama      |
|SONG HEDWIG     |DEBBIE    |AKROYD   |Music      |
|SONG HEDWIG     |GREGORY   |GOODING  |Music      |
|SONG HEDWIG     |JOHN      |SUVARI   |Music      |
|SONG HEDWIG     |KENNETH   |PESCI    |Music      |
|SONG HEDWIG     |KEVIN     |GARLAND  |Music      |
|SONS INTERVIEW  |CUBA      |BIRCH    |Animation  |
|SONS INTERVIEW  |HUMPHREY  |WILLIS   |Animation  |
|SONS INTERVIEW  |JEFF      |SILVER...|Animation  |
|SONS INTERVIEW  |PARKER    |GOLDBERG |Animation  |
|SONS INTERVIEW  |SANDRA    |KILMER   |Animation  |
|SONS INTERVIEW  |WHOOPI    |HURT     |Animation  |
|SORORITY QUEEN  |BEN       |HARRIS   |Foreign    |
|SORORITY QUEEN  |CATE      |HARRIS   |Foreign    |
|SORORITY QUEEN  |RIP       |CRAWFORD |Foreign    |
|SORORITY QUEEN  |RIVER     |DEAN     |Foreign    |
|SOUP WISDOM     |KIM       |ALLEN    |Family     |
|SOUP WISDOM     |MATTHEW   |LEIGH    |Family     |
|SOUTH WAIT      |GARY      |PENN     |Action     |
|SOUTH WAIT      |MICHELLE  |MCCONA...|Action     |
|SPARTACUS CHE...|CHRIS     |BRIDGES  |Family     |
|SPARTACUS CHE...|JEFF      |SILVER...|Family     |
|SPARTACUS CHE...|VIVIEN    |BASINGER |Family     |
|SPEAKEASY DATE  |HARVEY    |HOPE     |Action     |
|SPEAKEASY DATE  |KIRSTEN   |AKROYD   |Action     |
|SPEAKEASY DATE  |NICK      |STALLONE |Action     |
|SPEED SUIT      |BETTE     |NICHOLSON|Travel     |
|SPEED SUIT      |CHRIS     |DEPP     |Travel     |
|SPEED SUIT      |DARYL     |CRAWFORD |Travel     |
|SPEED SUIT      |MEG       |HAWKE    |Travel     |
|SPEED SUIT      |SANDRA    |KILMER   |Travel     |
|SPEED SUIT      |WILL      |WILSON   |Travel     |
|SPICE SORORITY  |ED        |CHASE    |Drama      |
|SPICE SORORITY  |FAY       |KILMER   |Drama      |
|SPICE SORORITY  |GENE      |MCKELLEN |Drama      |
|SPICE SORORITY  |GREGORY   |GOODING  |Drama      |
|SPICE SORORITY  |JON       |CHASE    |Drama      |
|SPICE SORORITY  |KIRK      |JOVOVICH |Drama      |
|SPICE SORORITY  |MICHAEL   |BENING   |Drama      |
|SPICE SORORITY  |MORGAN    |MCDORMAND|Drama      |
|SPICE SORORITY  |SCARLETT  |DAMON    |Drama      |
|SPICE SORORITY  |TOM       |MCKELLEN |Drama      |
|SPICE SORORITY  |WOODY     |HOFFMAN  |Drama      |
|SPIKING ELEMENT |BURT      |TEMPLE   |Classics   |
|SPIKING ELEMENT |DARYL     |WAHLBERG |Classics   |
|SPIKING ELEMENT |DEBBIE    |AKROYD   |Classics   |
|SPIKING ELEMENT |SUSAN     |DAVIS    |Classics   |
|SPIKING ELEMENT |WALTER    |TORN     |Classics   |
|SPIKING ELEMENT |WILLIAM   |HACKMAN  |Classics   |
|SPINAL ROCKY    |CAMERON   |STREEP   |Family     |
|SPINAL ROCKY    |CATE      |HARRIS   |Family     |
|SPINAL ROCKY    |CHRIS     |BRIDGES  |Family     |
|SPINAL ROCKY    |CHRISTO...|BERRY    |Family     |
|SPINAL ROCKY    |MARY      |TANDY    |Family     |
|SPINAL ROCKY    |NATALIE   |HOPKINS  |Family     |
|SPINAL ROCKY    |PARKER    |GOLDBERG |Family     |
|SPINAL ROCKY    |RUSSELL   |BACALL   |Family     |
|SPIRIT FLINTS...|GREGORY   |GOODING  |Horror     |
|SPIRIT FLINTS...|HENRY     |BERRY    |Horror     |
|SPIRIT FLINTS...|JAMES     |PITT     |Horror     |
|SPIRIT FLINTS...|JULIA     |MCQUEEN  |Horror     |
|SPIRIT FLINTS...|MICHAEL   |BENING   |Horror     |
|SPIRIT FLINTS...|PARKER    |GOLDBERG |Horror     |
|SPIRIT FLINTS...|PENELOPE  |MONROE   |Horror     |
|SPIRIT FLINTS...|RIVER     |DEAN     |Horror     |
|SPIRIT FLINTS...|SPENCER   |PECK     |Horror     |
|SPIRIT FLINTS...|VIVIEN    |BASINGER |Horror     |
|SPIRIT FLINTS...|WHOOPI    |HURT     |Horror     |
|SPIRITED CASU...|CHRISTIAN |NEESON   |Sci-Fi     |
|SPIRITED CASU...|GINA      |DEGENERES|Sci-Fi     |
|SPIRITED CASU...|GOLDIE    |BRODY    |Sci-Fi     |
|SPIRITED CASU...|RENEE     |TRACY    |Sci-Fi     |
|SPIRITED CASU...|SIDNEY    |CROWE    |Sci-Fi     |
|SPLASH GUMP     |AL        |GARLAND  |Family     |
|SPLASH GUMP     |CAMERON   |STREEP   |Family     |
|SPLASH GUMP     |CHRISTIAN |NEESON   |Family     |
|SPLASH GUMP     |GENE      |WILLIS   |Family     |
|SPLASH GUMP     |HUMPHREY  |WILLIS   |Family     |
|SPLASH GUMP     |JENNIFER  |DAVIS    |Family     |
|SPLASH GUMP     |MORGAN    |WILLIAMS |Family     |
|SPLASH GUMP     |PENELOPE  |GUINESS  |Family     |
|SPLASH GUMP     |RAY       |JOHANSSON|Family     |
|SPLASH GUMP     |UMA       |WOOD     |Family     |
|SPLENDOR PATTON |ADAM      |GRANT    |Children   |
|SPLENDOR PATTON |AL        |GARLAND  |Children   |
|SPLENDOR PATTON |BELA      |WALKEN   |Children   |
|SPLENDOR PATTON |BEN       |WILLIS   |Children   |
|SPLENDOR PATTON |CHARLIZE  |DENCH    |Children   |
|SPLENDOR PATTON |CHRISTO...|WEST     |Children   |
|SPLENDOR PATTON |GROUCHO   |WILLIAMS |Children   |
|SPLENDOR PATTON |KIRK      |JOVOVICH |Children   |
|SPLENDOR PATTON |SANDRA    |KILMER   |Children   |
|SPLENDOR PATTON |UMA       |WOOD     |Children   |
|SPOILERS HELL...|BURT      |TEMPLE   |Documentary|
|SPOILERS HELL...|DARYL     |CRAWFORD |Documentary|
|SPOILERS HELL...|GREGORY   |GOODING  |Documentary|
|SPOILERS HELL...|HUMPHREY  |WILLIS   |Documentary|
|SPOILERS HELL...|MICHELLE  |MCCONA...|Documentary|
|SPOILERS HELL...|MILLA     |KEITEL   |Documentary|
|SPOILERS HELL...|RIP       |WINSLET  |Documentary|
|SPY MILE        |ELLEN     |PRESLEY  |Games      |
|SPY MILE        |GRETA     |MALDEN   |Games      |
|SPY MILE        |HENRY     |BERRY    |Games      |
|SPY MILE        |JIM       |MOSTEL   |Games      |
|SPY MILE        |JOHNNY    |CAGE     |Games      |
|SPY MILE        |SIDNEY    |CROWE    |Games      |
|SPY MILE        |WHOOPI    |HURT     |Games      |
|SPY MILE        |WOODY     |HOFFMAN  |Games      |
|SQUAD FISH      |AUDREY    |OLIVIER  |Sports     |
|SQUAD FISH      |FRANCES   |TOMEI    |Sports     |
|SQUAD FISH      |MATTHEW   |CARREY   |Sports     |
|SQUAD FISH      |MILLA     |KEITEL   |Sports     |
|SQUAD FISH      |PARKER    |GOLDBERG |Sports     |
|STAGE WORLD     |BELA      |WALKEN   |Comedy     |
|STAGE WORLD     |WALTER    |TORN     |Comedy     |
|STAGECOACH AR...|KARL      |BERRY    |Action     |
